2008-05-15,5.31,5.35,5.23,5.24,16315326,112361704.00
2008-05-16,5.23,5.32,5.18,5.21,10799979,73694784.00
2008-05-19,5.21,5.29,5.14,5.17,7198691,48559268.00
2008-05-20,5.17,5.23,4.86,4.87,12702303,83650496.00
2008-05-21,4.87,4.96,4.69,4.92,16050396,101068992.00
2008-05-22,4.90,4.94,4.79,4.85,17445522,110945896.00
2008-05-23,4.84,4.95,4.77,4.87,10564900,67426040.00
2008-05-26,4.84,4.84,4.72,4.75,9617077,60097428.00
2008-05-27,4.71,4.80,4.71,4.80,5256336,32896996.00
2008-05-28,4.80,4.96,4.74,4.93,9842500,62860836.00
2008-05-29,4.89,4.92,4.79,4.80,8149833,51875396.00
2008-05-30,4.81,4.90,4.76,4.86,6262563,39717800.00
2008-06-02,4.88,4.99,4.80,4.96,10594714,68205000.00
2008-06-03,4.93,4.95,4.83,4.86,5962694,38126240.00
2008-06-04,4.88,4.89,4.73,4.81,6414368,40305172.00
2008-06-05,4.79,4.84,4.72,4.82,5666930,35628344.00
2008-06-06,4.81,4.86,4.75,4.78,5227106,32861152.00
2008-06-10,4.62,4.62,4.25,4.29,18059136,105170352.00
2008-06-11,4.29,4.36,4.22,4.29,9581137,54574352.00
2008-06-13,4.24,4.29,4.01,4.07,14229853,78595808.00
2008-06-16,4.09,4.20,3.97,4.05,10919872,59459216.00
2008-06-17,4.09,4.13,3.92,3.95,8169640,43783276.00
2008-06-18,3.93,4.18,3.89,4.17,15082357,81706304.00
2008-06-19,4.16,4.16,3.79,3.81,12386673,65823612.00
2008-06-20,3.82,4.11,3.71,3.91,15392949,80696432.00
2008-06-23,3.91,3.94,3.80,3.89,5977080,31083378.00
2008-06-24,3.89,4.07,3.84,4.02,12571230,67168080.00
2008-06-25,4.05,4.17,4.01,4.16,11366755,61646352.00
2008-06-26,4.17,4.17,4.01,4.10,11948937,64578764.00
2008-06-27,3.97,3.97,3.84,3.85,10908791,56421176.00
2008-06-30,3.84,3.89,3.80,3.87,6158881,31364408.00
2008-07-01,3.86,3.88,3.75,3.76,7753304,38975480.00
2008-07-02,3.79,3.85,3.74,3.80,6703671,33670696.00
2008-07-03,3.75,4.00,3.70,3.90,9782474,50070588.00
2008-07-04,4.01,4.01,3.84,3.95,7985356,41559032.00
2008-07-07,4.03,4.30,4.03,4.27,30217910,167024768.00
2008-07-08,4.30,4.31,4.14,4.21,27351544,151885904.00
2008-07-09,4.25,4.49,4.25,4.40,36955568,213235136.00
2008-07-10,4.35,4.45,4.29,4.34,24538958,141080432.00
2008-07-11,4.31,4.42,4.26,4.37,15801324,89824904.00
2008-07-14,4.35,4.47,4.30,4.46,21822112,126261928.00
2008-07-15,4.47,4.49,4.21,4.22,16187319,91666400.00
2008-07-16,4.19,4.21,3.92,4.00,17234652,92561944.00
2008-07-17,4.13,4.16,3.97,4.02,9241624,49505452.00
2008-07-18,4.07,4.25,4.01,4.23,11994183,65401528.00
2008-07-21,4.18,4.36,4.14,4.33,13319173,75193360.00
2008-07-22,4.30,4.34,4.21,4.26,11343449,63544832.00
2008-07-23,4.29,4.35,4.22,4.32,12926889,72709256.00
2008-07-24,4.33,4.45,4.29,4.41,19087026,109579944.00
2008-07-25,4.35,4.37,4.28,4.30,16278111,92458640.00
2008-07-28,4.35,4.44,4.31,4.36,13383081,76953144.00
2008-07-29,4.30,4.30,4.18,4.23,11433783,63654240.00
2008-07-30,4.27,4.31,4.18,4.22,6868194,38305292.00
2008-07-31,4.22,4.26,4.07,4.09,9351020,50926216.00
2008-08-01,4.10,4.31,4.04,4.25,10810413,59372444.00
2008-08-04,4.20,4.27,4.13,4.17,7060159,39091568.00
2008-08-05,4.20,4.26,4.12,4.14,7509289,41489056.00
2008-08-06,4.16,4.27,4.15,4.24,7906297,43816200.00
2008-08-07,4.23,4.29,4.14,4.23,6205774,34432712.00
2008-08-08,4.22,4.25,3.94,3.95,9442763,50691064.00
2008-08-11,3.95,4.00,3.75,3.76,14521063,73924096.00
2008-08-12,3.72,3.81,3.69,3.77,7066368,35390072.00
2008-08-13,3.79,3.85,3.68,3.80,7985924,39837876.00
2008-08-14,3.83,3.83,3.78,3.80,3531644,17815948.00
2008-08-15,3.81,3.94,3.78,3.91,9322031,47908784.00
2008-08-18,3.93,3.93,3.73,3.73,5406941,27247152.00
2008-08-19,3.70,3.84,3.69,3.79,3676262,18438484.00
2008-08-20,3.76,4.19,3.72,4.13,17903134,95091144.00
2008-08-21,4.10,4.26,4.01,4.06,19635116,107011408.00
2008-08-22,4.05,4.07,3.92,3.98,9368109,49357884.00
2008-08-25,4.00,4.13,3.93,4.05,10108940,54194128.00
2008-08-26,4.03,4.50,3.98,4.24,65979248,373246400.00
2008-08-27,4.08,4.33,4.06,4.26,37940492,209969024.00
2008-08-28,4.25,4.35,4.18,4.23,20660308,115544520.00
2008-08-29,4.25,4.36,4.20,4.33,26592154,150150752.00
2008-09-01,4.30,4.30,4.07,4.09,18813994,102981480.00
2008-09-02,4.03,4.09,3.96,4.06,11503212,61213024.00
2008-09-03,4.03,4.09,3.90,3.93,11786115,61817808.00
2008-09-04,3.96,4.08,3.90,3.99,7940320,41654616.00
2008-09-05,3.89,3.94,3.80,3.84,12102255,62015736.00
2008-09-08,3.84,3.98,3.80,3.88,14045055,72379560.00
2008-09-09,3.92,3.96,3.85,3.94,9067164,46918368.00
2008-09-10,3.90,4.16,3.79,3.98,13799615,72369368.00
2008-09-11,3.92,4.00,3.76,3.80,14043131,71491576.00
2008-09-12,3.80,3.86,3.76,3.80,6411360,32448100.00
2008-09-16,3.80,3.80,3.38,3.38,22191608,103050192.00
2008-09-17,3.35,3.42,3.05,3.10,17514180,76002592.00
2008-09-18,2.94,3.41,2.91,3.31,37399560,160607104.00
2008-09-19,3.69,3.69,3.54,3.69,23382168,114643152.00
2008-09-22,4.10,4.10,3.75,4.10,97317912,518513056.00
2008-09-23,3.88,4.00,3.79,3.79,44909636,230466928.00
2008-09-24,3.72,3.80,3.60,3.79,20884184,102362680.00
2008-09-25,3.79,3.97,3.77,3.85,25736756,131840664.00
2008-09-26,3.87,3.90,3.74,3.82,16200017,82006592.00
2008-10-06,3.76,3.76,3.41,3.44,22268676,106366856.00
2008-10-07,3.33,3.57,3.26,3.47,16138371,73825856.00
2008-10-08,3.33,3.40,3.28,3.30,13059408,58405724.00
2008-10-09,3.40,3.43,3.25,3.26,12212877,54512976.00
2008-10-10,3.18,3.18,3.00,3.15,14297724,60389180.00
2008-10-13,3.10,3.44,3.06,3.43,20246808,90041976.00
2008-10-14,3.60,3.61,3.27,3.28,23544438,109284048.00
2008-10-15,3.27,3.47,3.23,3.39,13243725,60086064.00
2008-10-16,3.25,3.30,3.15,3.17,10097632,44039788.00
2008-10-17,3.23,3.27,3.16,3.24,5494291,23847240.00
2008-10-20,3.25,3.43,3.20,3.38,12271970,55052432.00
2008-10-21,3.43,3.43,3.30,3.30,15079262,68030112.00
2008-10-22,3.26,3.31,3.20,3.20,7186309,31484968.00
2008-10-23,3.16,3.16,2.92,3.09,16695538,68837744.00
2008-10-24,3.08,3.12,2.98,3.00,10546047,43451260.00
2008-10-27,2.95,2.97,2.76,2.76,13041799,51415880.00
2008-10-28,2.74,3.00,2.68,2.93,20744332,81239432.00
2008-10-29,2.96,2.97,2.80,2.80,12720697,50229008.00
2008-10-30,2.82,2.97,2.78,2.87,12478339,49112728.00
2008-10-31,2.89,2.91,2.80,2.84,9246479,36226972.00
2008-11-03,2.84,2.91,2.79,2.85,8255455,32385744.00
2008-11-04,2.86,2.90,2.82,2.88,9183355,35979492.00
2008-11-05,2.89,3.09,2.88,2.99,21160670,86259424.00
2008-11-06,2.89,2.92,2.84,2.87,10122300,39810840.00
2008-11-07,2.83,2.98,2.80,2.92,10568298,42133656.00
2008-11-10,2.99,3.14,2.98,3.12,28507556,118873080.00
2008-11-11,3.10,3.12,3.02,3.02,17154292,71520360.00
2008-11-12,3.00,3.09,2.98,3.05,10875048,44945136.00
2008-11-13,3.01,3.20,3.00,3.15,27982732,117765152.00
2008-11-14,3.19,3.36,3.14,3.27,37129028,161718304.00
2008-11-17,3.27,3.35,3.22,3.35,28366992,125856120.00
2008-11-18,3.34,3.40,3.02,3.05,29283448,127358984.00
2008-11-19,3.04,3.31,3.01,3.28,24103252,103984120.00
2008-11-20,3.20,3.27,3.13,3.19,20779556,89620960.00
2008-11-21,3.08,3.25,3.01,3.16,20479952,86986768.00
2008-11-24,3.11,3.17,3.04,3.05,12433948,52119920.00
2008-11-25,3.10,3.14,3.01,3.05,8348734,34752412.00
2008-11-26,3.04,3.11,3.03,3.08,6664880,27863212.00
2008-11-27,3.32,3.32,3.08,3.09,22001278,94921960.00
2008-11-28,3.05,3.07,2.92,2.94,19204322,77846776.00
2008-12-01,2.94,2.99,2.90,2.97,13619121,54807912.00
2008-12-02,2.93,2.97,2.89,2.94,17691668,70700472.00
2008-12-03,2.97,3.06,2.96,3.05,29436834,120816440.00
2008-12-04,3.11,3.22,3.08,3.12,42531040,181576960.00
2008-12-05,3.07,3.15,3.06,3.14,22769264,95872072.00
2008-12-08,3.16,3.33,3.15,3.28,44980452,196916304.00
2008-12-09,3.30,3.30,3.15,3.16,28165636,122598720.00
2008-12-10,3.15,3.33,3.14,3.30,37928144,166029808.00
2008-12-11,3.26,3.30,3.15,3.16,28385072,123925936.00
2008-12-12,3.14,3.18,3.01,3.03,22392544,93710608.00
2008-12-15,3.09,3.10,3.00,3.05,11393788,47223536.00
2008-12-16,3.04,3.04,2.95,3.00,14637896,59685592.00
2008-12-17,3.04,3.07,3.01,3.05,15540941,64241800.00
2008-12-18,3.05,3.18,3.00,3.16,27146480,114293384.00
2008-12-19,3.13,3.16,3.07,3.13,33863968,143033760.00
2008-12-22,3.11,3.12,3.00,3.03,20988336,86820984.00
2008-12-23,3.04,3.04,2.93,2.94,22834328,92385200.00
2008-12-24,2.91,2.95,2.87,2.90,14476704,57667896.00
2008-12-25,2.90,2.93,2.85,2.88,10651844,42169600.00
2008-12-26,2.90,2.91,2.85,2.88,7515870,29700288.00
2008-12-30,2.88,2.91,2.83,2.84,7997101,31407390.00
2008-12-31,2.85,2.87,2.80,2.81,6974542,27147360.00
2009-01-05,2.84,2.90,2.83,2.90,8760805,34421004.00
2009-01-06,2.90,2.97,2.87,2.96,15943183,63937688.00
2009-01-07,2.95,2.97,2.90,2.91,11981922,47983724.00
2009-01-08,2.86,2.86,2.78,2.80,12773603,49369196.00
2009-01-09,2.78,2.84,2.77,2.84,9037085,34850540.00
2009-01-12,2.84,2.86,2.80,2.83,9353846,36359176.00
2009-01-13,2.78,2.81,2.77,2.77,8887711,34002556.00
2009-01-14,2.78,2.88,2.78,2.87,12367507,48022936.00
2009-01-15,2.83,2.89,2.82,2.85,17354392,68005992.00
2009-01-16,2.84,2.97,2.84,2.93,24127544,96669696.00
2009-01-19,2.94,3.07,2.94,3.00,27777888,113850808.00
2009-01-20,3.02,3.02,2.93,2.99,15717137,63553644.00
2009-01-21,2.94,3.01,2.93,2.96,15936715,64460160.00
