code,name,trade,percent,category,tilte1,tilte2
600448,华纺股份,7.78,-2.628,地方国资改革;央企控股;埃博拉概念,,
600235,民丰特纸,11.08,-2.636,地方国资改革;创投;嘉善,,
002627,宜昌交运,24.89,-2.659,地方国资改革;春运;游轮,,
600278,东方创业,16.23,-2.698,地方国资改革;上海国资改革;人民币贬值概,,
000058,深赛格,11.14,-2.707,地方国资改革;深圳国资改革;金改,,
000789,万年青,7.90,-2.709,地方国资改革;融资融券;鄱阳湖经济区,,
600731,湖南海利,10.75,-2.715,地方国资改革;湖南国资改革;蜱虫,,
000785,武汉中商,14.24,-2.732,地方国资改革;武汉金改;O2O概念,,
600128,弘业股份,15.97,-2.741,地方国资改革;金改;互联网期货,,
600468,百利电气,13.11,-2.745,地方国资改革;超导;太赫兹,,
600712,南宁百货,10.61,-2.750,地方国资改革;东盟北部湾;跨境电商,,
600630,龙头股份,15.89,-2.754,地方国资改革;上海国资改革;国产伟哥,,
600119,长江投资,22.52,-2.763,地方国资改革;上海国资改革;金改,,
600889,南京化纤,12.99,-2.770,地方国资改革;南京国资改革;氨纶,,
600302,标准股份,10.81,-2.788,地方国资改革,,
000753,漳州发展,5.19,-2.809,地方国资改革;福建金改;福建基建,,
600444,国机通用,22.49,-2.809,央企国资改革;皖江区域,,
000530,大冷股份,11.00,-2.827,地方国资改革;地热能;自动售货机,,
600560,金自天正,16.77,-2.839,央企国资改革;北京国资改革;央企整合,,
600697,欧亚集团,33.51,-2.841,地方国资改革;图们江区域;机构重仓,,
600740,山西焦化,8.20,-2.844,地方国资改革;融资融券;甲醇,,
000798,中水渔业,11.89,-2.860,央企国资改革;央企控股;央企整合,,
000862,银星能源,8.42,-2.884,央企国资改革;新能源;风电,,
000043,中航地产,11.44,-2.886,央企国资改革;央企整合;融资融券,,
600858,银座股份,10.33,-2.914,地方国资改革;收入改革;环渤海,,
600896,览海投资,11.66,-2.914,央企国资改革;央企整合;央企控股,,
600310,桂东电力,9.21,-2.951,地方国资改革;电力改革;融资融券,,
000969,安泰科技,10.52,-2.952,央企国资改革;北京国资改革;央企整合,,
603128,华贸物流,9.80,-2.970,央企国资改革;并购重组;沪港通概念,,
000885,同力水泥,20.23,-2.974,地方国资改革;晋陕豫黄河金三角;郑州航空,,
000524,岭南控股,16.95,-2.977,地方国资改革;广东国资改革;收入改革,,
002059,云南旅游,11.72,-2.980,央企国资改革;美丽中国;参股金融,,
600742,一汽富维,16.89,-2.987,央企国资改革;央企控股;央企整合,,
600131,岷江水电,10.66,-3.003,央企国资改革;电力改革;水利,,
600470,六国化工,8.38,-3.009,地方国资改革;融资融券;黑磷,,
600287,江苏舜天,10.39,-3.078,地方国资改革;江苏国资改革;金改,,
000698,沈阳化工,7.87,-3.079,央企国资改革;光大证券重仓;盐酸,,
002386,天原集团,8.81,-3.080,地方国资改革;聚氯乙烯;锂电池,,
000877,天山股份,7.21,-3.091,央企国资改革;融资融券;证金持股,,
002068,黑猫股份,8.77,-3.094,地方国资改革;鄱阳湖经济区;证金持股,,
600540,新赛股份,8.09,-3.114,地方国资改革;金融信息服务;一带一路,,
600819,耀皮玻璃,8.07,-3.121,地方国资改革;上海国资改革;国际板,,
600476,湘邮科技,31.25,-3.161,央企国资改革;国产软件;营改增试点,,
600545,新疆城建,11.95,-3.161,地方国资改革;融资融券;西气东输,,
600217,中再资环,8.19,-3.192,地方国资改革;固废处理,,
002066,瑞泰科技,18.80,-3.193,央企国资改革;新材料概念;证金持股,,
000819,岳阳兴长,24.55,-3.194,央企国资改革;长株潭;生物疫苗,,
600746,江苏索普,13.57,-3.210,地方国资改革;壳资源,,
000715,中兴商业,15.73,-3.260,地方国资改革;全运会,,
600691,阳煤化工,3.85,-3.266,地方国资改革;煤化工;尿素涨价,,
600773,西藏城投,12.39,-3.354,地方国资改革;融资融券;西藏交通投资,,
600616,金枫酒业,12.63,-3.367,地方国资改革;上海国资改革;融资融券,,
600969,郴电国际,17.56,-3.410,地方国资改革;湖南国资改革;电力改革,,
600367,红星发展,13.26,-3.423,地方国资改革;稀缺资源;锂电池,,
000823,超声电子,12.11,-3.429,地方国资改革;融资融券;触摸屏,,
600824,益民集团,7.32,-3.430,地方国资改革;上海国资改革;沪港通概念,,
603126,中材节能,12.95,-3.430,央企国资改革;电力改革;中巴经济走廊,,
600561,江西长运,13.77,-3.436,地方国资改革;保险重仓;鄱阳湖经济区,,
603123,翠微股份,10.68,-3.436,地方国资改革,,
000736,中房地产,19.90,-3.445,央企国资改革;长江中游城市群;参股券商,,
000553,沙隆达A,15.66,-3.453,央企国资改革;登革热;吡啶,,
002187,广百股份,14.38,-3.490,地方国资改革;珠三角区;O2O概念,,
600326,西藏天路,8.85,-3.490,地方国资改革;央企国资改革;西藏交通投资,,
600640,号百控股,21.25,-3.584,央企国资改革;央企控股;央企整合,,
600841,上柴股份,15.26,-3.662,地方国资改革;上海国资改革;柴油发电,,
000757,浩物股份,10.68,-3.697,地方国资改革;空气净化;节能环保,,
300080,易成新能,9.35,-3.708,地方国资改革;并购重组;中原经济区,,
000045,深纺织A,15.62,-3.818,地方国资改革;深圳国资改革;珠三角区,,
000510,金路集团,10.81,-3.911,地方国资改革;中科院概念;参股金融,,
000822,山东海化,7.79,-3.946,央企国资改革;油品改革;烧碱,,
600425,青松建化,5.00,-4.031,地方国资改革;融资融券;央视财经50,,
600149,廊坊发展,22.52,-4.048,地方国资改革;融资融券;土地流转,,
000799,酒鬼酒,20.30,-4.064,央企国资改革;收入改革;白酒,,
002205,国统股份,29.70,-4.194,央企国资改革;地下管网;证金持股,,
600802,福建水泥,10.27,-4.198,地方国资改革;融资融券;台风,,
000780,平庄能源,6.37,-4.211,央企国资改革;融资融券;动力煤,,
600683,京投发展,9.09,-4.215,地方国资改革;棚户区改造;土地流转,,
000707,双环科技,9.31,-4.218,地方国资改革;涉矿;液氯涨价,,
000655,金岭矿业,9.75,-4.224,地方国资改革;稀缺资源;融资融券,,
600619,海立股份,14.11,-4.274,地方国资改革;上海国资改革;地热能,,
000011,深物业A,18.55,-4.480,地方国资改革;深圳国资改革;国资整合,,
600608,上海科技,15.28,-4.560,地方国资改革;摘帽;电子信息,,
600838,上海九百,17.35,-4.618,地方国资改革;上海国资改革;融资融券,,
000548,湖南投资,8.46,-4.622,地方国资改革;湖南国资改革;长株潭,,
002461,珠江啤酒,13.90,-4.664,地方国资改革;广东国资改革;三旧改造,,
002136,安纳达,17.34,-4.725,地方国资改革;钛白粉;纳米纸,,
002783,凯龙股份,77.17,-4.811,地方国资改革;参股新三板,,
002061,*ST江化,8.97,-4.878,地方国资改革;蜱虫;环氧树脂,,
002799,环球印务,45.24,-4.958,地方国资改革;新股与次新股,,
600230,*ST沧大,24.02,-4.984,央企国资改革;央企整合;TDI上涨,,
603060,国检集团,31.01,-5.023,央企国资改革;新股与次新股,,
600800,天津磁卡,10.76,-5.198,地方国资改革;融资融券;天津自贸区,,
002246,北化股份,16.33,-5.223,央企国资改革;航天军工;TDI上涨,,
002561,徐家汇,19.22,-5.227,地方国资改革;上海国资改革;明星参股概念,,
600189,吉林森工,12.36,-5.287,地方国资改革;林场改革;美丽中国,,
600843,上工申贝,18.08,-5.439,地方国资改革;上海国资改革;股权转让,,
600449,宁夏建材,11.52,-5.496,央企国资改革;融资融券;转融券标的,,
002057,中钢天源,16.10,-5.903,央企国资改革;央企控股;锂电池,,
600962,国投中鲁,19.12,-6.137,央企国资改革;央企控股,,
600722,金牛化工,12.45,-6.179,地方国资改革;融资融券;京津冀一体化,,
600810,神马股份,10.28,-6.290,地方国资改革;循环经济;晋陕豫黄河金三角,,
600239,云南城投,6.01,-6.386,地方国资改革;融资融券;土地增值,,
002265,西仪股份,25.73,-6.708,央企国资改革;并购重组;航天军工,,
002040,南京港,18.93,-7.024,地方国资改革;南京国资改革;并购重组,,
600099,林海股份,17.68,-7.531,央企国资改革;央企整合;光伏概念,,
300534,陇神戎发,56.80,-7.912,地方国资改革;独家医药品种;中医药,,
300402,宝色股份,33.50,-8.719,地方国资改革;军工;新材料概念,,
000029,深深房A,0,0,地方国资改革;深圳国资改革;工业用地,,
000557,西部创业,0,0,地方国资改革;葡萄酒替白酒,,
000635,英力特,0,0,央企国资改革;股权转让;3D打印,,
000682,东方电子,0,0,地方国资改革;依法治国概念;物联网,,
000903,云内动力,0,0,地方国资改革;创投;深港通,,
000912,泸天化,0,0,地方国资改革;甲醇;磷化工,,
000916,华北高速,0,0,央企国资改革;光伏概念;春运,,
002025,航天电器,0,0,央企国资改革;央企整合;融资融券,,
002396,星网锐捷,0,0,地方国资改革;宽带中国;国产替代,,
600171,上海贝岭,0,0,央企国资改革;上海国资改革;央企整合,,
600202,哈空调,0,0,地方国资改革;振兴东北;低碳经济(CDM,,
600215,长春经开,0,0,地方国资改革;棚户区改造;振兴东北,,
600225,天津松江,0,0,地方国资改革;融资融券;天津自贸区,,
600480,凌云股份,0,0,央企国资改革;央企整合;军工改制,,
600551,时代出版,0,0,地方国资改革;上海文化改革;融资融券,,
600552,凯盛科技,0,0,央企国资改革;沪港通概念;皖江区域,,
600626,申达股份,0,0,地方国资改革;融资融券;土地流转,,
600636,三爱富,0,0,地方国资改革;上海国资改革;融资融券,,
600702,沱牌舍得,0,0,地方国资改革;融资融券;成渝特区,,
600725,*ST云维,0,0,地方国资改革;涉矿;甲醇,,
600733,S前锋,0,0,地方国资改革;S股,,
600855,航天长峰,0,0,央企国资改革;军工改制;央企整合,,
600876,洛阳玻璃,0,0,央企国资改革;玻璃;郑州航空港,,
600973,宝胜股份,0,0,央企国资改革;西电东送;沪港通概念,,
601005,重庆钢铁,0,0,地方国资改革;融资融券;余热发电,,
000825,太钢不锈,5.12,10.108,地方国资改革;融资融券;核电,,
601618,中国中冶,5.10,6.695,央企国资改革;央企控股;融资融券,,
600058,五矿发展,16.06,4.625,央企国资改革;央企整合;央企控股,,
000815,美利云,20.79,4.211,央企国资改革;循环经济;大数据,,
600435,北方导航,15.61,2.968,央企国资改革;央企整合;融资融券,,
002092,中泰化学,13.29,2.705,地方国资改革;融资融券;央视财经50,,
601611,中国核建,18.68,2.637,央企国资改革;核电;中字头股票,,
600372,中航电子,20.21,2.433,央企国资改革;军工改制;融资融券,,
600787,中储股份,9.68,2.218,央企国资改革;金改;融资融券,,
000021,深科技,9.99,2.147,央企国资改革;央企整合;三星,,
601238,广汽集团,23.14,1.983,地方国资改革;融资融券;二手车,,
600536,中国软件,25.22,1.981,央企国资改革;国产软件;央企控股,,
600675,*ST中企,7.26,1.966,地方国资改革;上海国资改革;国资整合,,
601628,中国人寿,25.51,1.958,央企国资改革;融资融券;互联网+,,
600685,中船防务,32.63,1.810,央企国资改革;央企整合;三旧改造,,
000987,越秀金控,15.89,1.729,地方国资改革;广东国资改革;收入改革,,
600562,国睿科技,32.99,1.695,央企国资改革;国资整合;军工改制,,
601808,中海油服,13.28,1.685,央企国资改革;央企控股;融资融券,,
600500,中化国际,12.39,1.641,央企国资改革;央企整合;融资融券,,
601699,潞安环能,8.74,1.628,地方国资改革;融资融券;转融券标的,,
601801,皖新传媒,17.68,1.609,地方国资改革;融资融券;供应链金融,,
600612,老凤祥,40.10,1.570,地方国资改革;上海国资改革;融资融券,,
601117,中国化学,6.90,1.471,央企国资改革;央企控股;融资融券,,
600160,巨化股份,11.15,1.364,地方国资改革;融资融券;新型制冷剂,,
601600,中国铝业,4.55,1.336,央企国资改革;央企整合;央企控股,,
600795,国电电力,3.27,1.238,央企国资改革;电力改革;央企控股,,
002608,*ST舜船,11.98,1.097,地方国资改革;电力改革;LNG动力船,,
000959,首钢股份,7.44,1.087,地方国资改革;京津冀一体化;铁矿石,,
600019,宝钢股份,6.87,1.029,央企国资改革;央企整合;央企控股,,
600808,马钢股份,3.00,1.010,地方国资改革;融资融券;证金持股,,
000898,鞍钢股份,5.54,0.911,央企国资改革;央企整合;融资融券,,
600125,铁龙物流,10.03,0.905,央企国资改革;铁路运价改革;营改增试点,,
601989,中国重工,7.64,0.792,央企国资改革;央企控股;军工改制,,
600585,海螺水泥,17.87,0.790,地方国资改革;融资融券;皖江区域,,
600666,奥瑞德,28.06,0.790,地方国资改革;重庆国资改革;医疗改革,,
601800,中国交建,15.43,0.784,央企国资改革;融资融券;马歇尔计划,,
000059,华锦股份,12.96,0.778,央企国资改革;油品改革;央企整合,,
000778,新兴铸管,5.34,0.755,央企国资改革;央企整合;央企控股,,
600871,石化油服,4.24,0.713,央企国资改革;油品改革;两桶油改革,,
600098,广州发展,11.40,0.707,地方国资改革;美丽中国;融资融券,,
600715,文投控股,23.20,0.651,地方国资改革;文化传媒;振兴东北,,
600758,红阳能源,12.47,0.646,地方国资改革;振兴东北;并购重组,,
600428,中远海特,6.54,0.615,央企国资改革;央企整合;央企控股,,
000400,许继电气,18.74,0.590,央企国资改革;融资融券;并购重组,,
000061,农产品,12.62,0.558,地方国资改革;深圳国资改革;融资融券,,
600549,厦门钨业,22.37,0.539,地方国资改革;稀缺资源;融资融券,,
002013,中航机电,19.13,0.526,央企国资改革;央企整合;航母,,
000550,江铃汽车,28.79,0.524,央企国资改革;国Ⅳ排放受益;融资融券,,
601179,中国西电,5.82,0.518,央企国资改革;央企控股;融资融券,,
601958,金钼股份,7.93,0.507,地方国资改革;融资融券;证金持股,,
600981,汇鸿集团,8.66,0.464,地方国资改革;江苏国资改革;国开行,,
600583,海油工程,7.74,0.389,央企国资改革;央企控股;央企整合,,
000725,京东方A,3.16,0.318,地方国资改革;国开行;健康中国,,
601336,新华保险,44.51,0.293,央企国资改革;融资融券;互联网+,,
000709,河钢股份,3.46,0.290,地方国资改革;融资融券;特高压,,
000768,中航飞机,23.21,0.259,央企国资改革;央企整合;融资融券,,
601098,中南传媒,16.30,0.246,地方国资改革;湖南国资改革;融资融券,,
000738,中航动控,26.19,0.230,央企国资改革;央企整合;融资融券,,
601398,工商银行,4.47,0.224,央企国资改革;融资融券;央视财经50,,
600027,华电国际,5.03,0.199,央企国资改革;电力改革;央企整合,,
600023,浙能电力,5.67,0.177,地方国资改革;融资融券;核电,,
002465,海格通信,12.36,0.162,地方国资改革;融资融券;转融券标的,,
600011,华能国际,7.14,0.140,央企国资改革;电力改革;央企整合,,
600498,烽火通信,25.97,0.116,央企国资改革;宽带中国;央企整合,,
600060,海信电器,17.42,0.115,地方国资改革;融资融券;青岛东方影都,,
600036,招商银行,17.96,0.112,央企国资改革;融资融券;招商系,,
600845,宝信软件,18.36,0.109,央企国资改革;国产软件;云计算,,
600038,中直股份,50.88,0.098,央企国资改革;国资整合;央企整合,,
002736,国信证券,15.62,0.064,地方国资改革;融资融券;深港通,,
000025,特力A,55.65,0.054,地方国资改革;深圳国资改革;珠三角区,,
000901,航天科技,37.25,0.027,央企国资改革;军工改制;央企整合,,
000629,*ST钒钛,2.46,0.000,央企国资改革;央企整合;轻型合金,,
600010,包钢股份,2.87,0.000,地方国资改革;融资融券;证金持股,,
600022,山东钢铁,2.59,0.000,地方国资改革;融资融券;低碳经济(CDM,,
600150,中国船舶,29.75,0.000,央企国资改革;央企控股;央企整合,,
601000,唐山港,4.07,0.000,地方国资改革;融资融券;沪港通概念,,
601225,陕西煤业,4.98,0.000,地方国资改革;融资融券;转融券标的,,
601328,交通银行,5.79,0.000,央企国资改革;融资融券;转融券标的,,
601588,北辰实业,4.21,0.000,地方国资改革;北京国资改革;融资融券,,
601818,光大银行,3.91,0.000,央企国资改革;融资融券;转融券标的,,
601939,建设银行,5.47,0.000,央企国资改革;融资融券;央视财经50,,
601988,中国银行,3.43,0.000,央企国资改革;融资融券;央视财经50,,
601991,大唐发电,3.88,0.000,央企国资改革;电力改革;央企控股,,
002415,海康威视,24.57,-0.041,央企国资改革;国资整合;国开行,,
600118,中国卫星,32.88,-0.061,央企国资改革;国资整合;国产替代,,
600030,中信证券,16.10,-0.062,央企国资改革;融资融券;沪港通概念,,
600765,中航重机,15.48,-0.065,央企国资改革;央企整合;融资融券,,
601607,上海医药,20.44,-0.098,地方国资改革;上海国资改革;医疗改革,,
600056,中国医药,19.90,-0.100,央企国资改革;央企控股;国产伟哥,,
000792,盐湖股份,19.69,-0.102,地方国资改革;稀缺资源;融资融券,,
600755,厦门国贸,8.49,-0.118,地方国资改革;融资融券;天然气,,
600258,首旅酒店,24.26,-0.124,地方国资改革;北京国资改革;收入改革,,
000807,云铝股份,7.09,-0.141,地方国资改革;稀缺资源;融资融券,,
601669,中国电建,7.10,-0.141,央企国资改革;融资融券;中字头股票,,
000069,华侨城A,6.97,-0.143,央企国资改革;央企整合;央企控股,,
600900,长江电力,12.70,-0.157,央企国资改革;电力改革;央企整合,,
000938,紫光股份,56.84,-0.158,央企国资改革;融资租赁;国产替代,,
600362,江西铜业,18.08,-0.166,地方国资改革;稀缺资源;融资融券,,
600057,象屿股份,11.57,-0.173,地方国资改革;福建自贸区;电子商务,,
601106,中国一重,5.55,-0.180,央企国资改革;央企控股;融资融券,,
601919,中远海控,5.48,-0.182,央企国资改革;融资融券;航运系,,
600000,浦发银行,16.16,-0.185,地方国资改革;融资融券;互联网金融,,
000786,北新建材,10.50,-0.190,地方国资改革;央企国资改革;融资融券,,
600600,青岛啤酒,29.48,-0.203,地方国资改革;收入改革;融资融券,,
600170,上海建工,4.90,-0.204,地方国资改革;上海国资改革;融资融券,,
000883,湖北能源,4.68,-0.213,地方国资改革;武汉金改;融资融券,,
600578,京能电力,4.25,-0.235,地方国资改革;北京国资改革;国资整合,,
600391,成发科技,37.38,-0.293,央企国资改革;融资融券;成渝特区,,
600312,平高电气,16.47,-0.303,央企国资改革;融资融券;沪港通概念,,
601198,东兴证券,19.47,-0.307,央企国资改革;沪港通概念;期货概念,,
600863,内蒙华电,3.15,-0.317,央企国资改革;电力改革;央企整合,,
601288,农业银行,3.12,-0.320,央企国资改革;融资融券;转融券标的,,
600705,中航资本,6.22,-0.321,央企国资改革;融资租赁;融资融券,,
600827,百联股份,15.08,-0.331,地方国资改革;上海国资改革;融资融券,,
600674,川投能源,8.69,-0.344,地方国资改革;电力改革;融资融券,,
600835,上海机电,19.97,-0.349,地方国资改革;上海国资改革;融资融券,,
600307,酒钢宏兴,2.84,-0.351,地方国资改革;融资融券;甘肃地震,,
002049,紫光国芯,32.28,-0.370,央企国资改革;国产替代;融资融券,,
601788,光大证券,15.82,-0.378,央企国资改革;融资融券;外汇局持股,,
600862,中航高科,12.89,-0.386,地方国资改革;棚户区改造;海洋油污清理,,
600517,置信电气,10.28,-0.388,央企国资改革;融资融券;新能源,,
600111,北方稀土,12.45,-0.400,地方国资改革;稀缺资源;融资融券,,
600179,安通控股,14.96,-0.400,央企国资改革;煤化工;物流骨干网,,
600489,中金黄金,12.15,-0.410,央企国资改革;央企控股;稀缺资源,,
000088,盐田港,7.22,-0.414,地方国资改革;深圳国资改革;油改气,,
600886,国投电力,6.72,-0.444,央企国资改革;电力改革;国投系,,
600606,绿地控股,8.57,-0.465,地方国资改革;上海金改;融资融券,,
000066,长城电脑,12.81,-0.466,央企国资改革;央企整合;网络安全,,
600809,山西汾酒,25.34,-0.471,地方国资改革;融资融券;央视财经50,,
600704,物产中大,10.51,-0.474,地方国资改革;融资融券;机构重仓,,
601866,中远海发,4.15,-0.480,央企国资改革;融资租赁;央企控股,,
600185,格力地产,5.86,-0.509,地方国资改革;珠海国资改革;融资融券,,
600403,大有能源,5.73,-0.521,地方国资改革;证金持股,,
600316,洪都航空,20.77,-0.527,央企国资改革;央企整合;融资融券,,
600528,中铁二局,14.50,-0.549,央企国资改革;央企整合;融资融券,,
600436,片仔癀,44.80,-0.555,地方国资改革;登革热;健康中国,,
601016,节能风电,8.92,-0.557,央企国资改革;沪港通概念;风电,,
000729,燕京啤酒,7.12,-0.559,地方国资改革;融资融券;证金持股,,
000338,潍柴动力,10.51,-0.568,地方国资改革;融资融券;央视财经50,,
600482,中国动力,31.99,-0.590,央企国资改革;央企整合;军工改制,,
600176,中国巨石,10.04,-0.594,央企国资改革;融资租赁;融资融券,,
601998,中信银行,6.66,-0.597,央企国资改革;北京国资改革;融资融券,,
000630,铜陵有色,3.29,-0.604,地方国资改革;稀缺资源;融资融券,,
600483,福能股份,11.31,-0.615,地方国资改革;融资融券;转融券标的,,
600895,张江高科,17.77,-0.615,地方国资改革;上海国资改革;金改,,
600917,重庆燃气,14.43,-0.620,地方国资改革;沪港通概念;重庆自贸区,,
600009,上海机场,26.75,-0.632,地方国资改革;融资融券;浦东新区,,
600639,浦东金桥,18.60,-0.641,地方国资改革;上海国资改革;融资融券,,
000960,锡业股份,13.81,-0.648,地方国资改革;央企国资改革;稀缺资源,,
000591,太阳能,13.74,-0.651,地方国资改革;板蓝根;禽流感,,
601088,中国神华,16.53,-0.661,央企国资改革;央企控股;融资融券,,
600104,上汽集团,23.85,-0.666,地方国资改革;上海国资改革;融资融券,,
000983,西山煤电,8.88,-0.671,地方国资改革;稀缺资源;融资融券,,
601186,中国铁建,11.78,-0.675,央企国资改革;央企控股;融资融券,,
600418,江淮汽车,11.73,-0.677,地方国资改革;融资融券;锂电池,,
600597,光明乳业,13.14,-0.680,地方国资改革;上海国资改革;融资融券,,
601555,东吴证券,13.06,-0.684,地方国资改革;融资融券;沪港通概念,,
600377,宁沪高速,8.57,-0.695,地方国资改革;融资融券;春运,,
000717,*ST韶钢,5.68,-0.699,央企国资改革;ST板块,,
000728,国元证券,19.87,-0.700,地方国资改革;融资融券;参股新三板,,
000828,东莞控股,12.60,-0.709,地方国资改革;金改;融资租赁,,
600395,盘江股份,8.28,-0.719,地方国资改革;融资融券;抗寒,,
600848,上海临港,20.05,-0.743,地方国资改革;上海国资改革;静安闸北合并,,
600048,保利地产,9.13,-0.761,央企国资改革;央企整合;融资融券,,
600582,天地科技,5.22,-0.761,央企国资改革;央企整合;央企控股,,
601107,四川成渝,5.16,-0.769,地方国资改革;融资融券;沪港通概念,,
601390,中国中铁,8.84,-0.786,央企国资改革;央企控股;融资融券,,
600332,白云山,23.82,-0.791,地方国资改革;广东国资改革;医疗改革,,
002152,广电运通,13.56,-0.805,地方国资改革;国产软件;国产替代,,
600335,国机汽车,12.30,-0.807,央企国资改革;央企整合;融资融券,,
600085,同仁堂,30.65,-0.809,地方国资改革;医疗改革;融资融券,,
601069,西部黄金,22.02,-0.811,地方国资改革;人民币贬值概念;沪港通概念,,
000006,深振业A,9.68,-0.820,地方国资改革;深圳国资改革;融资融券,,
600005,武钢股份,3.60,-0.826,央企国资改革;融资融券;螺纹钢,,
600642,申能股份,6.00,-0.826,地方国资改革;融资融券;风电,,
600547,山东黄金,37.12,-0.828,地方国资改革;稀缺资源;融资融券,,
600004,白云机场,14.34,-0.830,地方国资改革;广东国资改革;融资融券,,
600317,营口港,3.49,-0.852,地方国资改革;辽宁沿海;一带一路,,
000598,兴蓉环境,5.79,-0.856,地方国资改革;水价改革;国开行,,
000425,徐工机械,3.41,-0.872,地方国资改革;江苏国资改革;融资融券,,
000031,中粮地产,8.91,-0.890,央企国资改革;中粮系国企改革;央企整合,,
000761,本钢板材,5.57,-0.890,地方国资改革;融资融券;并购重组,,
000999,华润三九,24.51,-0.890,央企国资改革;医疗改革;融资融券,,
601766,中国中车,9.97,-0.895,央企国资改革;国资整合;铁路运价改革,,
000582,北部湾港,16.40,-0.906,地方国资改革;央企整合;一带一路,,
000625,长安汽车,15.28,-0.908,央企国资改革;央企整合;融资融券,,
601929,吉视传媒,4.20,-0.943,地方国资改革;融资融券;三网融合,,
001979,招商蛇口,16.79,-0.944,央企国资改革;融资融券;招商系,,
002155,湖南黄金,11.47,-0.950,地方国资改革;湖南国资改革;黄金,,
600662,强生控股,11.35,-0.960,地方国资改革;上海国资改革;融资融券,,
600236,桂冠电力,6.16,-0.965,央企国资改革;电力改革;央企整合,,
600717,天津港,10.14,-0.977,地方国资改革;融资融券;央视财经50,,
600754,锦江股份,29.39,-0.977,地方国资改革;上海国资改革;收入改革,,
000027,深圳能源,7.03,-0.986,地方国资改革;深圳国资改革;电力改革,,
601718,际华集团,9.03,-0.987,央企国资改革;央企控股;融资融券,,
601888,中国国旅,43.06,-0.989,央企国资改革;收入改革;央企控股,,
600893,中航动力,33.99,-0.990,央企国资改革;央企整合;融资融券,,
600369,西南证券,6.99,-0.992,地方国资改革;重庆国资改革;融资融券,,
000028,国药一致,68.41,-0.999,央企国资改革;医疗改革;融资融券,,
600879,航天电子,16.81,-1.001,央企国资改革;国资整合;军工改制,,
000651,格力电器,24.68,-1.003,地方国资改革;珠海国资改革;国家科技大会,,
601898,中煤能源,5.88,-1.010,央企国资改革;央企控股;融资融券,,
600519,贵州茅台,345.45,-1.017,地方国资改革;收入改革;融资融券,,
000860,顺鑫农业,21.32,-1.021,地方国资改革;北京国资改革;融资融券,,
601928,凤凰传媒,10.57,-1.030,地方国资改革;江苏国资改革;融资融券,,
600999,招商证券,16.32,-1.031,央企国资改革;融资融券;转融券标的,,
601880,大连港,2.83,-1.049,地方国资改革;融资融券;转融券标的,,
600350,山东高速,6.60,-1.050,地方国资改革;国家科技大会;融资融券,,
601608,中信重工,5.62,-1.056,央企国资改革;融资融券;高端装备,,
601857,中国石油,8.31,-1.071,央企国资改革;油品改革;两桶油改革,,
002673,西部证券,20.28,-1.073,地方国资改革;融资融券;参股新三板,,
000157,中联重科,4.60,-1.075,地方国资改革;融资融券;央视财经50,,
000039,中集集团,15.53,-1.083,央企国资改革;油改气;央企整合,,
601006,大秦铁路,7.29,-1.086,央企国资改革;铁路运价改革;营改增试点,,
002080,中材科技,18.15,-1.090,央企国资改革;油改气;风电,,
600061,国投安信,15.26,-1.102,央企国资改革;融资融券;期货概念,,
000600,建投能源,8.96,-1.104,地方国资改革;电力改革;融资融券,,
600664,哈药股份,8.90,-1.111,地方国资改革;医疗改革;融资融券,,
002419,天虹商场,15.89,-1.120,央企国资改革;融资融券;腾讯概念,,
603000,人民网,17.59,-1.124,央企国资改革;健康中国;融资融券,,
600648,外高桥,19.94,-1.140,地方国资改革;上海国资改革;融资融券,,
000928,中钢国际,17.30,-1.143,央企国资改革;央企控股;央企整合,,
600126,杭钢股份,8.62,-1.147,地方国资改革;土地流转;污水处理,,
601688,华泰证券,17.83,-1.164,地方国资改革;江苏国资改革;融资融券,,
600320,振华重工,5.09,-1.165,央企国资改革;央企整合;融资融券,,
601018,宁波港,5.09,-1.165,地方国资改革;融资融券;海洋经济,,
600839,四川长虹,4.23,-1.168,地方国资改革;金改;融资融券,,
000538,云南白药,73.70,-1.193,地方国资改革;医疗改革;健康中国,,
600271,航天信息,20.70,-1.193,央企国资改革;央企整合;央企控股,,
600663,陆家嘴,22.12,-1.206,地方国资改革;上海国资改革;上海金改,,
000831,*ST五稀,12.26,-1.209,央企国资改革;阿里巴巴概念;稀土永磁,,
600017,日照港,4.08,-1.211,地方国资改革;融资融券;东亚自贸,,
000813,德展健康,15.30,-1.227,地方国资改革;并购重组;新疆振兴,,
300291,华录百纳,21.73,-1.227,央企国资改革;机构重仓;冬奥会,,
002038,双鹭药业,27.33,-1.229,地方国资改革;融资融券;互联网医疗,,
600783,鲁信创投,23.20,-1.235,地方国资改革;山东金改;融资融券,,
600497,驰宏锌锗,7.98,-1.238,地方国资改革;稀缺资源;融资融券,,
000429,粤高速A,7.10,-1.252,地方国资改革;广东国资改革;珠三角区,,
600667,太极实业,7.84,-1.259,地方国资改革;融资融券;甘肃地震,,
600188,兖州煤业,10.81,-1.279,地方国资改革;稀缺资源;融资融券,,
600967,北方创业,14.58,-1.286,央企国资改革;央企整合;融资融券,,
000977,浪潮信息,20.56,-1.296,地方国资改革;国产软件;国产替代,,
600153,建发股份,10.59,-1.305,地方国资改革;融资融券;参股金融,,
000519,中兵红箭,16.61,-1.307,央企国资改革;火箭军;军工,,
