,name,trade
300113,顺网科技,70.58
300023,宝德股份,47.9
300160,秀强股份,31.82
300031,宝通科技,20.12
300280,南通锻压,26.27
300100,双林股份,24.77
300117,嘉寓股份,11.08
300325,德威新材,14.32
