,name,trade
300326,凯利泰,18.2
300318,博晖创新,13.48
300227,光韵达,19.14
300246,宝莱特,20.93
300323,华灿光电,5.63
300339,润和软件,27.32
300388,国祯环保,20.54
300293,蓝英装备,15.3
300383,光环新网,29.76
300379,东方通,55.71
