,name,trade
300293,蓝英装备,17.25
300274,阳光电源,20.2
300312,邦讯技术,26.19
300388,国祯环保,21.76
300212,易华录,29.69
300226,上海钢联,41.98
300357,我武生物,31.98
300384,三联虹普,52.1
300155,安居宝,11.3
300332,天壕环境,17.91
300298,三诺生物,26.75
300360,炬华科技,25.93
300316,晶盛机电,9.48
300164,通源石油,7.35
