code,name,trade,percent,category,tilte1,tilte2
688266,泽璟制药,120.50,-0.666,196,--,--
688299,长阳科技,29.40,-0.676,274,--,--
688039,当虹科技,88.50,-0.718,239,--,--
300801,泰和科技,23.24,-0.726,252,--,--
688358,祥生医疗,77.45,-0.731,247,--,--
688218,江苏北人,27.80,-0.748,239,--,--
688169,石头科技,396.00,-0.752,167,--,--
300811,铂科新材,73.59,-0.809,220,--,--
688598,金博股份,99.38,-0.818,80,--,--
603950,长源东谷,24.84,-0.84,72,--,--
300827,上能电气,45.99,-0.841,118,--,--
688090,瑞松科技,61.20,-0.843,171,--,--
002963,豪尔赛,25.43,-0.858,283,--,--
688116,天奈科技,50.38,-0.905,316,--,--
688516,奥特维,62.31,-0.937,77,--,--
688360,德马科技,50.22,-0.947,65,--,--
601609,金田铜业,13.09,-0.981,106,--,--
688568,中科星图,82.30,-0.983,29,--,--
603786,科博达,79.04,-0.985,296,--,--
002972,科安达,24.68,-1.003,223,--,--
688566,吉贝尔,42.02,-1.009,80,--,--
603489,八方股份,164.11,-1.013,269,--,--
688318,财富趋势,287.89,-1.021,101,--,--
688098,申联生物,26.94,-1.029,283,--,--
601658,邮储银行,4.70,-1.053,240,--,--
688500,慧辰资讯,68.77,-1.107,21,--,--
300817,双飞股份,29.90,-1.125,170,--,--
300836,佰奥智能,65.56,-1.131,70,--,--
688177,百奥泰,57.74,-1.147,167,--,--
603719,良品铺子,71.12,-1.161,164,--,--
601778,晶科科技,7.64,-1.164,79,--,--
688157,松井股份,99.60,-1.269,58,--,--
603551,奥普家居,17.66,-1.286,204,--,--
300835,龙磁科技,73.35,-1.293,73,--,--
605001,威奥股份,20.51,-1.346,76,--,--
300828,锐新科技,31.04,-1.366,107,--,--
688505,复旦张江,32.38,-1.37,48,--,--
002973,侨银环保,27.13,-1.381,213,--,--
601916,浙商银行,4.19,-1.412,254,--,--
688166,博瑞医药,57.18,-1.414,272,--,--
688186,广大特材,47.97,-1.443,177,--,--
002982,湘佳股份,109.80,-1.478,104,--,--
688277,天智航,111.02,-1.508,30,--,--
002989,中天精装,51.18,-1.539,57,--,--
300824,北鼎股份,31.30,-1.543,48,--,--
300816,艾可蓝,86.28,-1.597,178,--,--
002978,安宁股份,41.28,-1.62,111,--,--
300825,阿尔特,22.44,-1.622,132,--,--
002968,新大正,64.32,-1.636,247,--,--
688288,鸿泉物联,53.78,-1.65,274,--,--
601077,渝农商行,5.26,-1.685,282,--,--
603087,甘李药业,204.95,-1.727,38,--,--
601696,中银证券,30.45,-1.836,162,--,--
600918,中泰证券,17.42,-1.91,64,--,--
603439,贵州三力,33.26,-2.032,100,--,--
300832,新产业,163.03,-2.035,86,--,--
300819,聚杰微纤,25.94,-2.039,147,--,--
002969,嘉美包装,8.92,-2.086,248,--,--
688026,洁特生物,90.87,-2.143,197,--,--
688528,秦川物联,25.30,-2.166,36,--,--
688222,成都先导,49.49,-2.271,112,--,--
688321,微芯生物,64.23,-2.343,360,--,--
300842,帝科股份,93.02,-2.408,49,--,--
002990,盛视科技,111.38,-2.428,73,--,--
688036,传音控股,103.20,-2.501,311,--,--
605166,聚合顺,13.43,-2.538,49,--,--
300839,博汇股份,31.32,-2.551,37,--,--
688366,昊海生科,182.06,-2.591,281,--,--
002980,华盛昌,71.00,-2.606,113,--,--
688398,赛特新材,61.51,-2.628,177,--,--
002977,天箭科技,137.01,-2.662,142,--,--
002961,瑞达期货,31.02,-2.693,336,--,--
688165,埃夫特,21.44,-2.725,22,--,--
688310,迈得医疗,44.60,-2.766,247,--,--
300813,泰林生物,80.36,-2.816,205,--,--
300845,捷安高科,48.28,-2.853,34,--,--
603949,雪龙集团,28.85,-3.025,149,--,--
688198,佰仁医疗,103.47,-3.027,241,--,--
603093,南华期货,25.63,-3.146,342,--,--
603815,交建股份,21.34,-3.183,290,--,--
688389,普门科技,33.48,-3.293,275,--,--
300798,锦鸡股份,14.87,-3.379,258,--,--
688520,神州细胞,79.45,-3.383,45,--,--
688309,恒誉环保,59.67,-3.414,23,--,--
605168,三人行,267.66,-3.755,70,--,--
688108,赛诺医疗,31.55,-3.902,281,--,--
300841,康华生物,852.00,-3.946,51,--,--
603392,万泰生物,250.23,-3.953,99,--,--
300838,浙江力诺,26.10,-3.976,59,--,--
300849,锦盛新材,29.65,-4.083,27,--,--
688298,东方生物,248.20,-4.487,183,--,--
300847,中船汉光,32.38,-4.588,28,--,--
688180,君实生物,125.77,-4.635,22,--,--
688068,热景生物,67.70,-4.648,311,--,--
300843,胜蓝股份,34.23,-4.885,35,--,--
605108,同庆楼,29.70,-4.901,21,--,--
688139,海尔生物,80.01,-4.92,286,--,--
300850,新强联,66.00,-6.549,24,--,--
600956,新天绿能,11.06,-8.119,38,--,--
688399,硕世生物,376.12,-8.444,245,--,--
300846,首都在线,37.16,-8.767,36,--,--
300840,酷特智能,22.85,-9.055,29,--,--
